track_id,timestamp,lat,lon,cls,confidence,priority_hint,relevant_prob,relevant,engage
T0,2026-04-01T06:03:30Z,59.805952,24.779855,merchant_vessel,0.626,2,0.2581264773221322,0,0
T1,2026-04-01T06:03:30Z,59.864469,27.630036,unknown,0.279,2,6.422532302250686e-18,0,0
T2,2026-04-01T06:03:30Z,59.895417,24.780865,uav,0.704,2,0.9999938366790733,1,0
T3,2026-04-01T06:03:30Z,59.875103,27.629846,small_boat,0.496,4,4.294912174349132e-18,0,0
T0,2026-04-01T06:04:00Z,59.805956,24.779916,merchant_vessel,0.51,2,2.672663885022008e-07,0,0
T1,2026-04-01T06:04:00Z,59.864469,27.629999,unknown,0.349,2,3.1443140323800245e-14,0,0
T2,2026-04-01T06:04:00Z,59.89542,24.781088,uav,0.532,2,0.0001392220929583278,0,0
T3,2026-04-01T06:04:00Z,59.875103,27.629792,small_boat,0.536,4,5.513439836309444e-16,0,0
T0,2026-04-01T06:04:30Z,59.805958,24.779994,merchant_vessel,0.585,2,0.002394866435132238,0,0
T1,2026-04-01T06:04:30Z,59.864469,27.629956,unknown,0.265,2,1.1742008053455606e-18,0,0
T2,2026-04-01T06:04:30Z,59.895426,24.781271,uav,0.715,2,0.9999983782348723,1,0
T3,2026-04-01T06:04:30Z,59.875104,27.629735,small_boat,0.503,4,1.0044683317507711e-17,0,0
T0,2026-04-01T06:05:00Z,59.805963,24.780079,merchant_vessel,0.562,2,0.00014719375657361018,0,0
T1,2026-04-01T06:05:00Z,59.864469,27.629917,unknown,0.396,2,9.440092023479552e-12,0,0
T2,2026-04-01T06:05:00Z,59.895434,24.781463,uav,0.442,2,2.5102376091238674e-09,0,0
T3,2026-04-01T06:05:00Z,59.875107,27.629673,small_boat,0.588,4,3.036907037023754e-13,0,0
T0,2026-04-01T06:05:30Z,59.805967,24.780156,merchant_vessel,0.679,2,0.9953998254573233,1,0
T1,2026-04-01T06:05:30Z,59.864469,27.629878,unknown,0.448,2,5.199781370364149e-09,0,0
T2,2026-04-01T06:05:30Z,59.895432,24.781674,uav,0.559,2,0.0036760830932925114,0,0
T3,2026-04-01T06:05:30Z,59.875106,27.62962,small_boat,0.707,4,5.690161581237114e-07,0,0
T0,2026-04-01T06:06:00Z,59.805973,24.780247,merchant_vessel,0.544,2,1.656286139638482e-05,0,0
T1,2026-04-01T06:06:00Z,59.864469,27.629833,unknown,0.288,2,1.91474822905144e-17,0,0
T2,2026-04-01T06:06:00Z,59.895437,24.781889,uav,0.544,2,0.000597103662908443,0,0
T3,2026-04-01T06:06:00Z,59.875108,27.629559,small_boat,0.687,4,5.022161196712349e-08,0,0
T0,2026-04-01T06:06:30Z,59.805977,24.780325,merchant_vessel,0.411,2,1.6161634809727576e-12,0,0
T1,2026-04-01T06:06:30Z,59.864468,27.629795,unknown,0.262,2,8.1584423209998165e-19,0,0
T2,2026-04-01T06:06:30Z,59.895442,24.782073,uav,0.618,2,0.826180215472198,1,0
T3,2026-04-01T06:06:30Z,59.875108,27.629506,small_boat,0.536,4,5.513439836309444e-16,0,0
T0,2026-04-01T06:07:00Z,59.80598,24.780401,merchant_vessel,0.618,2,0.11642646513165616,0,0
T1,2026-04-01T06:07:00Z,59.864469,27.629751,unknown,0.304,2,1.3350545691620218e-16,0,0
T2,2026-04-01T06:07:00Z,59.895444,24.782271,uav,0.559,2,0.0036760830932925114,0,0
T3,2026-04-01T06:07:00Z,59.875109,27.629452,small_boat,0.593,4,5.571729732198721e-13,0,0
T0,2026-04-01T06:07:30Z,59.805983,24.780499,merchant_vessel,0.506,2,1.6447411362446547e-07,0,0
T1,2026-04-01T06:07:30Z,59.864468,27.629713,unknown,0.313,2,3.980195430226537e-16,0,0
T2,2026-04-01T06:07:30Z,59.895444,24.782479,uav,0.486,2,5.236363576413079e-07,0,0
T3,2026-04-01T06:07:30Z,59.875108,27.629395,small_boat,0.562,4,1.2939785252120741e-14,0,0
T0,2026-04-01T06:08:00Z,59.805988,24.780568,merchant_vessel,0.505,2,1.456752774641142e-07,0,0
T1,2026-04-01T06:08:00Z,59.864467,27.629674,unknown,0.243,2,8.129892070783401e-20,0,0
T2,2026-04-01T06:08:00Z,59.895454,24.782723,uav,0.457,2,1.5502097302488975e-08,0,0
T3,2026-04-01T06:08:00Z,59.875113,27.629323,small_boat,0.481,4,6.95470407487099e-19,0,0
T0,2026-04-01T06:08:30Z,59.805992,24.780643,merchant_vessel,0.713,2,0.9999254330696228,1,0
T1,2026-04-01T06:08:30Z,59.864467,27.629639,unknown,0.422,2,2.2155454152908494e-10,0,0
T2,2026-04-01T06:08:30Z,59.895459,24.782934,uav,0.534,2,0.0001774659197485286,0,0
T3,2026-04-01T06:08:30Z,59.875113,27.62927,small_boat,0.553,4,4.340319395783077e-15,0,0
T0,2026-04-01T06:09:00Z,59.805998,24.780722,merchant_vessel,0.612,2,0.05980748618500538,0,0
T1,2026-04-01T06:09:00Z,59.864468,27.629597,unknown,0.388,2,3.5750535995918993e-12,0,0
T2,2026-04-01T06:09:00Z,59.895463,24.783137,uav,0.487,2,5.912095935779764e-07,0,0
T3,2026-04-01T06:09:00Z,59.875114,27.629207,small_boat,0.742,4,3.981230879200912e-05,0,0
T0,2026-04-01T06:09:30Z,59.806003,24.780812,merchant_vessel,0.514,2,4.3430127854141874e-07,0,0
T1,2026-04-01T06:09:30Z,59.864469,27.629562,unknown,0.381,2,1.528623724961718e-12,0,0
T2,2026-04-01T06:09:30Z,59.895473,24.783348,uav,0.619,2,0.8429266542326994,1,0
T3,2026-04-01T06:09:30Z,59.875114,27.629143,small_boat,0.537,4,6.224928230319189e-16,0,0
T0,2026-04-01T06:10:00Z,59.806008,24.780892,merchant_vessel,0.551,2,3.873536918396464e-05,0,0
T1,2026-04-01T06:10:00Z,59.864469,27.629524,unknown,0.372,2,5.127376593228062e-13,0,0
T2,2026-04-01T06:10:00Z,59.895488,24.783578,uav,0.526,2,6.721546087247568e-05,0,0
T3,2026-04-01T06:10:00Z,59.875115,27.62908,small_boat,0.545,4,1.6437206799031175e-15,0,0
T0,2026-04-01T06:10:30Z,59.806011,24.780956,merchant_vessel,0.713,2,0.9999254330696228,1,0
T1,2026-04-01T06:10:30Z,59.86447,27.629491,unknown,0.334,2,5.091553150788712e-15,0,0
T2,2026-04-01T06:10:30Z,59.895495,24.783779,uav,0.518,2,2.5456204252903146e-05,0,0
T3,2026-04-01T06:10:30Z,59.875117,27.629011,small_boat,0.713,4,1.1786763977291845e-06,0,0
T0,2026-04-01T06:11:00Z,59.806016,24.781043,merchant_vessel,0.714,2,0.9999339552564933,1,0
T1,2026-04-01T06:11:00Z,59.864471,27.62945,unknown,0.336,2,6.4904334221283485e-15,0,0
T2,2026-04-01T06:11:00Z,59.895501,24.783982,uav,0.624,2,0.9077974134123219,1,0
T3,2026-04-01T06:11:00Z,59.875118,27.628957,small_boat,0.559,4,8.990667622177566e-15,0,0
T0,2026-04-01T06:11:30Z,59.80602,24.78113,merchant_vessel,0.72,2,0.9999681152628402,1,0
T1,2026-04-01T06:11:30Z,59.86447,27.629409,unknown,0.355,2,6.51322628291886e-14,0,0
T2,2026-04-01T06:11:30Z,59.895506,24.78416,uav,0.665,2,0.9992997229887935,1,0
T3,2026-04-01T06:11:30Z,59.875118,27.628892,small_boat,0.494,4,3.3692316354578974e-18,0,0
T0,2026-04-01T06:12:00Z,59.806027,24.781207,merchant_vessel,0.521,2,1.015717223977318e-06,0,0
T1,2026-04-01T06:12:00Z,59.864471,27.629369,unknown,0.409,2,4.573286849243316e-11,0,0
T2,2026-04-01T06:12:00Z,59.895508,24.784316,uav,0.55,2,0.0012360676350251637,0,0
T3,2026-04-01T06:12:00Z,59.875121,27.628829,small_boat,0.41,4,1.2581931890421735e-22,0,0
T0,2026-04-01T06:12:30Z,59.80603,24.781281,merchant_vessel,0.448,2,1.4415128396854305e-10,0,0
T1,2026-04-01T06:12:30Z,59.864472,27.629324,unknown,0.428,2,4.5893471446695944e-10,0,0
T2,2026-04-01T06:12:30Z,59.895509,24.784507,uav,0.63,2,0.9532593256961768,1,0
T3,2026-04-01T06:12:30Z,59.875122,27.628766,small_boat,0.596,4,8.019091489896295e-13,0,0
T0,2026-04-01T06:13:00Z,59.806035,24.781352,merchant_vessel,0.563,2,0.00016618539310944648,0,0
T1,2026-04-01T06:13:00Z,59.864473,27.629284,unknown,0.275,2,3.952386998505185e-18,0,0
T2,2026-04-01T06:13:00Z,59.895507,24.784706,uav,0.485,2,4.637865080414598e-07,0,0
T3,2026-04-01T06:13:00Z,59.875123,27.62871,small_boat,0.642,4,2.1323759392323854e-10,0,0
T0,2026-04-01T06:13:30Z,59.806038,24.78143,merchant_vessel,0.643,2,0.7325531860065099,1,0
T1,2026-04-01T06:13:30Z,59.864474,27.629242,unknown,0.546,2,0.0007610302367004873,0,0
T2,2026-04-01T06:13:30Z,59.895518,24.784903,uav,0.673,2,0.9997346829309715,1,0
T3,2026-04-01T06:13:30Z,59.875124,27.628651,small_boat,0.68,4,2.1473789868308913e-08,0,0
T0,2026-04-01T06:14:00Z,59.806043,24.781495,merchant_vessel,0.447,2,1.27675276259316e-10,0,0
T1,2026-04-01T06:14:00Z,59.864474,27.629206,unknown,0.402,2,1.955448942017402e-11,0,0
T2,2026-04-01T06:14:00Z,59.895527,24.78511,uav,0.36,2,1.1949636946625094e-13,0,0
T3,2026-04-01T06:14:00Z,59.875125,27.62859,small_boat,0.611,4,4.952229929016939e-12,0,0
T0,2026-04-01T06:14:30Z,59.806048,24.781578,merchant_vessel,0.636,2,0.539418742569537,1,0
T1,2026-04-01T06:14:30Z,59.864475,27.629166,unknown,0.304,2,1.3350545691620218e-16,0,0
T2,2026-04-01T06:14:30Z,59.89553,24.785309,uav,0.61,2,0.6428621163840184,1,0
T3,2026-04-01T06:14:30Z,59.875126,27.628531,small_boat,0.553,4,4.340319395783077e-15,0,0
T0,2026-04-01T06:15:00Z,59.806052,24.781655,merchant_vessel,0.415,2,2.626226168181579e-12,0,0
T1,2026-04-01T06:15:00Z,59.864474,27.629133,unknown,0.173,2,1.6606004966651834e-23,0,0
T2,2026-04-01T06:15:00Z,59.895531,24.785497,uav,0.522,2,4.136505183138321e-05,0,0
T3,2026-04-01T06:15:00Z,59.875128,27.628469,small_boat,0.681,4,2.4244900526969998e-08,0,0
T0,2026-04-01T06:15:30Z,59.806055,24.781732,merchant_vessel,0.582,2,0.0016651896775153913,0,0
T1,2026-04-01T06:15:30Z,59.864474,27.629097,unknown,0.241,2,6.377659995315961e-20,0,0
T2,2026-04-01T06:15:30Z,59.895535,24.785681,uav,0.609,2,0.6145396537570728,1,0
T3,2026-04-01T06:15:30Z,59.875127,27.628397,small_boat,0.606,4,2.6992446947864284e-12,0,0
T0,2026-04-01T06:16:00Z,59.806059,24.781802,merchant_vessel,0.564,2,0.00018762696083139834,0,0
T1,2026-04-01T06:16:00Z,59.864475,27.629065,unknown,0.311,2,3.122345653286016e-16,0,0
T2,2026-04-01T06:16:00Z,59.895542,24.785872,uav,0.492,2,1.084675429584955e-06,0,0
T3,2026-04-01T06:16:00Z,59.875128,27.628333,small_boat,0.601,4,1.4712406384110543e-12,0,0
T0,2026-04-01T06:16:30Z,59.806062,24.781883,merchant_vessel,0.547,2,2.383786381979014e-05,0,0
T1,2026-04-01T06:16:30Z,59.864476,27.629032,unknown,0.333,2,4.509605722603832e-15,0,0
T2,2026-04-01T06:16:30Z,59.895545,24.786097,uav,0.534,2,0.0001774659197485286,0,0
T3,2026-04-01T06:16:30Z,59.875131,27.62827,small_boat,0.741,4,3.526205603994696e-05,0,0
T0,2026-04-01T06:17:00Z,59.806066,24.781961,merchant_vessel,0.661,2,0.9605447228019562,1,0
T1,2026-04-01T06:17:00Z,59.864477,27.628997,unknown,0.358,2,9.374136931893872e-14,0,0
T2,2026-04-01T06:17:00Z,59.895552,24.786305,uav,0.417,2,1.207597242977507e-10,0,0
T3,2026-04-01T06:17:00Z,59.875131,27.628221,small_boat,0.538,4,7.028231489429402e-16,0,0
T0,2026-04-01T06:17:30Z,59.806068,24.782037,merchant_vessel,0.663,2,0.9687830392843556,1,0
T1,2026-04-01T06:17:30Z,59.864477,27.628962,unknown,0.327,2,2.1770495815983748e-15,0,0
T2,2026-04-01T06:17:30Z,59.895555,24.786501,uav,0.594,2,0.2051906395919372,0,0
T3,2026-04-01T06:17:30Z,59.875133,27.628162,small_boat,0.483,4,8.865476296081278e-19,0,0
T0,2026-04-01T06:18:00Z,59.80607,24.782115,merchant_vessel,0.593,2,0.0062990059226011455,0,0
T1,2026-04-01T06:18:00Z,59.864478,27.628917,unknown,0.406,2,3.1775567524397346e-11,0,0
T2,2026-04-01T06:18:00Z,59.895559,24.786702,uav,0.482,2,3.222426686695183e-07,0,0
T3,2026-04-01T06:18:00Z,59.875133,27.628099,small_boat,0.628,4,3.898520751238631e-11,0,0
T0,2026-04-01T06:18:30Z,59.806074,24.782201,merchant_vessel,0.552,2,4.3733802310457006e-05,0,0
T1,2026-04-01T06:18:30Z,59.864478,27.628877,unknown,0.435,2,1.0733290182115876e-09,0,0
T2,2026-04-01T06:18:30Z,59.895563,24.786867,uav,0.385,2,2.4839762035592854e-12,0,0
T3,2026-04-01T06:18:30Z,59.875135,27.628047,small_boat,0.646,4,3.465058799560006e-10,0,0
T0,2026-04-01T06:19:00Z,59.806081,24.782273,merchant_vessel,0.338,2,2.293667949956342e-16,0,0
T1,2026-04-01T06:19:00Z,59.86448,27.62884,unknown,0.395,2,8.36112120413423e-12,0,0
T2,2026-04-01T06:19:00Z,59.895565,24.787058,uav,0.42,2,1.738029882876322e-10,0,0
T3,2026-04-01T06:19:00Z,59.875136,27.627987,small_boat,0.568,4,2.6803858816749713e-14,0,0
T0,2026-04-01T06:19:30Z,59.806085,24.782357,merchant_vessel,0.628,2,0.30725526546869536,0,0
T1,2026-04-01T06:19:30Z,59.86448,27.628804,unknown,0.49,2,8.508960084773995e-07,0,0
T2,2026-04-01T06:19:30Z,59.895571,24.78724,uav,0.651,2,0.9961816427394651,1,0
T3,2026-04-01T06:19:30Z,59.875138,27.627927,small_boat,0.539,4,7.93519797198918e-16,0,0
T0,2026-04-01T06:20:00Z,59.806091,24.782446,merchant_vessel,0.595,2,0.008015755916222752,0,0
T1,2026-04-01T06:20:00Z,59.864481,27.628759,unknown,0.285,2,1.3303825814832029e-17,0,0
T2,2026-04-01T06:20:00Z,59.895573,24.787433,uav,0.419,2,1.5393789034328494e-10,0,0
T3,2026-04-01T06:20:00Z,59.875139,27.627862,small_boat,0.667,4,4.432579074509236e-09,0,0
T0,2026-04-01T06:20:30Z,59.806095,24.782505,merchant_vessel,0.44,2,5.4591477010910934e-11,0,0
T1,2026-04-01T06:20:30Z,59.864481,27.628723,unknown,0.346,2,2.1846948627099246e-14,0,0
T2,2026-04-01T06:20:30Z,59.895577,24.78763,uav,0.561,2,0.0046813415345156395,0,0
T3,2026-04-01T06:20:30Z,59.87514,27.627807,small_boat,0.628,4,3.898520751238631e-11,0,0
T0,2026-04-01T06:21:00Z,59.806099,24.782586,merchant_vessel,0.598,2,0.011496170405216548,0,0
T1,2026-04-01T06:21:00Z,59.864481,27.628677,unknown,0.335,2,5.748598676235991e-15,0,0
T2,2026-04-01T06:21:00Z,59.895584,24.787816,uav,0.445,2,3.612850226819738e-09,0,0
T3,2026-04-01T06:21:00Z,59.875141,27.627751,small_boat,0.601,4,1.4712406384110543e-12,0,0
T0,2026-04-01T06:21:30Z,59.806105,24.782663,merchant_vessel,0.647,2,0.8165443091420428,1,0
T1,2026-04-01T06:21:30Z,59.864482,27.628635,unknown,0.308,2,2.16943105494309e-16,0,0
T2,2026-04-01T06:21:30Z,59.895587,24.788029,uav,0.429,2,5.18158489909621e-10,0,0
T3,2026-04-01T06:21:30Z,59.875142,27.627691,small_boat,0.503,4,1.0044683317507711e-17,0,0
T0,2026-04-01T06:22:00Z,59.806112,24.782742,merchant_vessel,0.682,2,0.9967992678372626,1,0
T1,2026-04-01T06:22:00Z,59.864482,27.628591,unknown,0.389,2,4.0364006387507924e-12,0,0
T2,2026-04-01T06:22:00Z,59.895593,24.788182,uav,0.521,2,3.6637338524137143e-05,0,0
T3,2026-04-01T06:22:00Z,59.875144,27.627636,small_boat,0.735,4,1.7023360633731577e-05,0,0
T0,2026-04-01T06:22:30Z,59.806117,24.78281,merchant_vessel,0.594,2,0.007106092348087842,0,0
T1,2026-04-01T06:22:30Z,59.864481,27.628546,unknown,0.38,2,1.3539071661716197e-12,0,0
T2,2026-04-01T06:22:30Z,59.895604,24.78842,uav,0.442,2,2.5102376091238674e-09,0,0
T3,2026-04-01T06:22:30Z,59.875144,27.627577,small_boat,0.64,4,1.6727858875414558e-10,0,0
T0,2026-04-01T06:23:00Z,59.806125,24.782889,merchant_vessel,0.616,2,0.09368396415490074,0,0
T1,2026-04-01T06:23:00Z,59.864482,27.62851,unknown,0.31,2,2.765472029654576e-16,0,0
T2,2026-04-01T06:23:00Z,59.895606,24.78861,uav,0.606,2,0.5255565959451723,1,0
T3,2026-04-01T06:23:00Z,59.875143,27.627513,small_boat,0.618,4,1.158197870708898e-11,0,0
T0,2026-04-01T06:23:30Z,59.806129,24.782959,merchant_vessel,0.461,2,6.983461276582621e-10,0,0
T1,2026-04-01T06:23:30Z,59.864482,27.628469,unknown,0.257,2,4.446811329093894e-19,0,0
T2,2026-04-01T06:23:30Z,59.895609,24.788826,uav,0.495,2,1.5611143721306186e-06,0,0
T3,2026-04-01T06:23:30Z,59.875143,27.627443,small_boat,0.577,4,7.991028894183846e-14,0,0
T0,2026-04-01T06:24:00Z,59.806135,24.783038,merchant_vessel,0.612,2,0.05980748618500538,0,0
T1,2026-04-01T06:24:00Z,59.864482,27.628432,unknown,0.469,2,6.651673783470233e-08,0,0
T2,2026-04-01T06:24:00Z,59.89562,24.789006,uav,0.673,2,0.9997346829309715,1,0
T3,2026-04-01T06:24:00Z,59.875144,27.627366,small_boat,0.42,4,4.2351072996535525e-22,0,0
T0,2026-04-01T06:24:30Z,59.80614,24.783113,merchant_vessel,0.56,2,0.00011547281404965553,0,0
T1,2026-04-01T06:24:30Z,59.864483,27.628398,unknown,0.402,2,1.955448942017402e-11,0,0
T2,2026-04-01T06:24:30Z,59.895621,24.789178,uav,0.709,2,0.9999966406329674,1,0
T3,2026-04-01T06:24:30Z,59.875145,27.627304,small_boat,0.563,4,1.460961521330576e-14,0,0
T0,2026-04-01T06:25:00Z,59.806147,24.783195,merchant_vessel,0.588,2,0.003443180687072757,0,0
T1,2026-04-01T06:25:00Z,59.864484,27.62836,unknown,0.346,2,2.1846948627099246e-14,0,0
T2,2026-04-01T06:25:00Z,59.89563,24.789413,uav,0.591,2,0.15209253675915277,0,0
T3,2026-04-01T06:25:00Z,59.875144,27.627241,small_boat,0.589,4,3.4288083136638526e-13,0,0
T0,2026-04-01T06:25:30Z,59.806153,24.783282,merchant_vessel,0.439,2,4.835185450184271e-11,0,0
T1,2026-04-01T06:25:30Z,59.864484,27.628322,unknown,0.333,2,4.509605722603832e-15,0,0
T2,2026-04-01T06:25:30Z,59.89564,24.789613,uav,0.415,2,9.473243383967526e-11,0,0
T3,2026-04-01T06:25:30Z,59.875145,27.627177,small_boat,0.37,4,9.801193820440072e-25,0,0
T0,2026-04-01T06:26:00Z,59.806158,24.783366,merchant_vessel,0.518,2,7.057287746111698e-07,0,0
T1,2026-04-01T06:26:00Z,59.864485,27.628288,unknown,0.388,2,3.5750535995918993e-12,0,0
T2,2026-04-01T06:26:00Z,59.895642,24.789863,uav,0.576,2,0.02822598430964313,0,0
T3,2026-04-01T06:26:00Z,59.875147,27.627117,small_boat,0.625,4,2.7087238010554235e-11,0,0
T0,2026-04-01T06:26:30Z,59.806164,24.783453,merchant_vessel,0.54,2,1.0192748276371417e-05,0,0
T1,2026-04-01T06:26:30Z,59.864486,27.628251,unknown,0.48,2,2.5278986505606396e-07,0,0
T2,2026-04-01T06:26:30Z,59.895647,24.790056,uav,0.57,2,0.01382821532331904,0,0
T3,2026-04-01T06:26:30Z,59.875148,27.627057,small_boat,0.395,4,2.0373784011387042e-23,0,0
T0,2026-04-01T06:27:00Z,59.80617,24.783524,merchant_vessel,0.389,2,1.1189938389799635e-13,0,0
T1,2026-04-01T06:27:00Z,59.864486,27.628216,unknown,0.344,2,1.713828536291347e-14,0,0
T2,2026-04-01T06:27:00Z,59.895652,24.79028,uav,0.462,2,2.8441270766978715e-08,0,0
T3,2026-04-01T06:27:00Z,59.87515,27.626996,small_boat,0.497,4,4.849154218529275e-18,0,0
T0,2026-04-01T06:27:30Z,59.806173,24.783595,merchant_vessel,0.557,2,8.023427424644522e-05,0,0
T1,2026-04-01T06:27:30Z,59.864486,27.628175,unknown,0.416,2,1.0695729331163977e-10,0,0
T2,2026-04-01T06:27:30Z,59.895656,24.790461,uav,0.528,2,8.568101020166919e-05,0,0
T3,2026-04-01T06:27:30Z,59.87515,27.626942,small_boat,0.63,4,4.9696209842196263e-11,0,0
T0,2026-04-01T06:28:00Z,59.806179,24.78367,merchant_vessel,0.567,2,0.0002700191586472067,0,0
T1,2026-04-01T06:28:00Z,59.864485,27.628131,unknown,0.24,2,5.648714873425795e-20,0,0
T2,2026-04-01T06:28:00Z,59.895654,24.790645,uav,0.567,2,0.009648675947384703,0,0
T3,2026-04-01T06:28:00Z,59.875149,27.626876,small_boat,0.485,4,1.1301224194479601e-18,0,0
T0,2026-04-01T06:28:30Z,59.806184,24.783751,merchant_vessel,0.619,2,0.12950512100572728,0,0
T1,2026-04-01T06:28:30Z,59.864485,27.628093,unknown,0.373,2,5.78904499736518e-13,0,0
T2,2026-04-01T06:28:30Z,59.895655,24.790863,uav,0.415,2,9.473243383967526e-11,0,0
T3,2026-04-01T06:28:30Z,59.875151,27.626829,small_boat,0.67,4,6.3795730902160865e-09,0,0
T0,2026-04-01T06:29:00Z,59.806191,24.78382,merchant_vessel,0.583,2,0.0018796721418637386,0,0
T1,2026-04-01T06:29:00Z,59.864487,27.628051,unknown,0.401,2,1.731947694159882e-11,0,0
T2,2026-04-01T06:29:00Z,59.895662,24.791057,uav,0.545,2,0.0006741056719815131,0,0
T3,2026-04-01T06:29:00Z,59.875151,27.62677,small_boat,0.739,4,2.766225078715357e-05,0,0
T0,2026-04-01T06:29:30Z,59.806195,24.783912,merchant_vessel,0.501,2,8.964767755387924e-08,0,0
T1,2026-04-01T06:29:30Z,59.864488,27.628009,unknown,0.395,2,8.36112120413423e-12,0,0
T2,2026-04-01T06:29:30Z,59.895663,24.791284,uav,0.604,2,0.46494987198495286,0,0
T3,2026-04-01T06:29:30Z,59.875152,27.626705,small_boat,0.432,4,1.817209186777382e-21,0,0
T0,2026-04-01T06:30:00Z,59.8062,24.78399,merchant_vessel,0.472,2,2.653991486328088e-09,0,0
T1,2026-04-01T06:30:00Z,59.864489,27.627964,unknown,0.469,2,6.651673783470233e-08,0,0
T2,2026-04-01T06:30:00Z,59.895662,24.791492,uav,0.545,2,0.0006741056719815131,0,0
T3,2026-04-01T06:30:00Z,59.875152,27.626642,small_boat,0.606,4,2.6992446947864284e-12,0,0
T0,2026-04-01T06:30:30Z,59.806207,24.784067,merchant_vessel,0.571,2,0.00043870050224247134,0,0
T1,2026-04-01T06:30:30Z,59.864491,27.627925,unknown,0.431,2,6.605200968724482e-10,0,0
T2,2026-04-01T06:30:30Z,59.895665,24.791694,uav,0.548,2,0.0009699169140049428,0,0
T3,2026-04-01T06:30:30Z,59.875152,27.626582,small_boat,0.563,4,1.460961521330576e-14,0,0
T0,2026-04-01T06:31:00Z,59.806213,24.784139,merchant_vessel,0.616,2,0.09368396415490074,0,0
T1,2026-04-01T06:31:00Z,59.86449,27.627885,unknown,0.35,2,3.5500757723426713e-14,0,0
T2,2026-04-01T06:31:00Z,59.895665,24.791916,uav,0.627,2,0.9340819974002547,1,0
T3,2026-04-01T06:31:00Z,59.875152,27.626521,small_boat,0.488,4,1.6265245286336049e-18,0,0
T0,2026-04-01T06:31:30Z,59.806217,24.784219,merchant_vessel,0.678,2,0.9948092718659898,1,0
